contacto;periodo;categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domicilio_calle;domicilio_altura;domicilio_esquina_proxima;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto
00087377/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;00:18:16;8.0;VILLA LUGANO;DELLEPIANE, LUIS, TTE. GRAL.;4382.0;;-34.6608732102173;-58.4710055213502;App BA 147;Femenino;Abierto;
00087438/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;07:10:46;10.0;VERSALLES;GALLARDO;566.0;;-34.6321857443756;-58.5248507053129;App BA 147;Femenino;Abierto;
00087469/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;07:53:12;14.0;PALERMO;CHARCAS;;SCALABRINI ORTIZ, RAUL AV.;-34.5869221157777;-58.4187876756158;GCS Web;Femenino;Abierto;
00087548/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;08:49:16;7.0;FLORES;VARELA AV.;1159.0;;-34.6420230363566;-58.4559562402139;GCS Web;Femenino;Abierto;
00087610/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;09:24:05;4.0;BARRACAS;UNAMUNO, MIGUEL DE;1670.0;;-34.6535818673728;-58.3926198532985;App BA 147;Femenino;Abierto;
00087639/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;09:42:29;10.0;MONTE CASTRO;CHIVILCOY;2272.0;;-34.6128597779716;-58.5003573480708;App BA 147;Femenino;Abierto;
00087702/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;10:13:13;4.0;BOCA;VILLAFAÑE, WENCESLAO;;BROWN, ALTE. AV.;-34.6320205146784;-58.3608237508818;GCS Web;Femenino;Abierto;
00087767/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;10:44:50;15.0;VILLA CRESPO;SCALABRINI ORTIZ, RAUL AV.;1068.0;;-34.5945170150545;-58.4305703855219;App BA 147;Femenino;Abierto;
00088124/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;13:14:05;3.0;BALVANERA;LAVALLE;2625.0;;-34.6033374643752;-58.4040728330838;GCS Web;Femenino;Abierto;
00088187/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;13:42:56;14.0;PALERMO;BELLO, ANDRES;;ALSINA, VALENTIN AV.;-34.5626791532721;-58.4233729825142;GCS Web;Femenino;Abierto;
00088333/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;14:38:49;4.0;BARRACAS;BOLIVAR;1690.0;;-34.6279593740945;-58.3723112409482;GCS Web;Femenino;Abierto;
00088684/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;16:53:37;1.0;SAN NICOLAS;MITRE, BARTOLOME;1314.0;;-34.607571321825;-58.3851839764949;GCS Web;Masculino;Abierto;
00088857/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;18:01:17;13.0;NUÑEZ;VEDIA;1700.0;;-34.536425789704;-58.4678045219071;App BA 147;Femenino;Abierto;
00088934/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;18:36:28;12.0;SAAVEDRA;SAN ISIDRO LABRADOR AV.;4851.0;;-34.5405027236546;-58.4749955999703;App BA 147;Masculino;Abierto;
00089050/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;19:39:00;9.0;PARQUE AVELLANEDA;ECHEANDIA;4595.0;;-34.659098161722;-58.4769339799224;App BA 147;Masculino;Abierto;
00089108/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;20:13:05;4.0;NUEVA POMPEYA;ARBELETCHE, ANIBAL P.;930.0;;-34.6448040028346;-58.4228007966849;App BA 147;Femenino;Abierto;
00089286/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-03;21:36:58;7.0;FLORES;BACACAY;2671.0;;-34.6274971401688;-58.4675905055841;GCS Web;Femenino;Abierto;
00089519/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;02:00:08;14.0;PALERMO;SERRANO;1284.0;;-34.5910342618301;-58.4338270046349;App BA 147;Femenino;Abierto;
00089574/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;02:42:42;13.0;COLEGIALES;ZAPIOLA;1591.0;;-34.5709310684632;-58.4579468027759;App BA 147;Femenino;Abierto;
00090082/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;11:40:05;3.0;BALVANERA;AGRELO;3247.0;;-34.6178991528462;-58.4118008371424;GCS Web;Femenino;Abierto;
00090307/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;13:17:33;1.0;SAN TELMO;BRASIL;584.0;;-34.625584948658;-58.3737008227647;GCS Web;Masculino;Abierto;
00090318/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;13:23:35;1.0;CONSTITUCION;CALVO, CARLOS;819.0;;-34.6196906257829;-58.3775784438727;App BA 147;Masculino;Abierto;
00090340/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;13:34:20;5.0;ALMAGRO;GALLO;730.0;;-34.6011355553439;-58.4125500298917;GCS Web;Femenino;Abierto;
00090617/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;15:38:36;1.0;RETIRO;PARAGUAY;801.0;;-34.5976462584965;-58.3787696449184;GCS Web;Femenino;Abierto;
00090902/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;18:30:36;3.0;BALVANERA;VIAMONTE;2085.0;;-34.6009582346567;-58.3968192837388;App BA 147;Femenino;Abierto;
00090920/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;18:43:15;11.0;VILLA DEL PARQUE;CONDARCO;3000.0;;-34.6004426729181;-58.4874138526197;GCS Web;Masculino;Abierto;
00090932/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;18:50:37;11.0;VILLA DEVOTO;LOPE DE VEGA AV.;;TINOGASTA;-34.6171086884876;-58.5210088872596;App BA 147;Masculino;Abierto;
00091167/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;21:46:28;11.0;VILLA DEVOTO;MORAN, PEDRO;4995.0;;-34.6091360731443;-58.5226629088779;App BA 147;Masculino;Abierto;
00091181/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;22:10:26;7.0;PARQUE CHACABUCO;ZUVIRIA;800.0;;-34.6298668172967;-58.4367614764378;App BA 147;Femenino;Abierto;
00091189/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-04;22:32:08;8.0;VILLA SOLDATI;PLUMERILLO;;MARTINEZ CASTRO;-34.6611542663147;-58.4501407117362;GCS Web;Masculino;Abierto;
00091259/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;00:10:21;7.0;FLORES;SAN PEDRITO AV.;100.0;;-34.632035521115;-58.4689291914266;GCS Web;Masculino;Abierto;
00091279/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;00:46:13;5.0;ALMAGRO;ESTADO DE PALESTINA;;HUMAHUACA;-34.6014474788132;-58.4254675549841;App BA 147;Femenino;Abierto;
00091282/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;00:49:31;8.0;VILLA SOLDATI;RIVERA, FRUCTUOSO, GENERAL;2790.0;;-34.6593798575443;-58.4383676124048;App BA 147;Femenino;Abierto;
00091292/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;01:07:02;8.0;VILLA LUGANO;LARRAZABAL;4401.0;;-34.6796773840281;-58.4680353772794;GCS Web;Femenino;Abierto;
00091415/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;09:17:11;1.0;MONSERRAT;BOLIVAR;440.0;;-34.6129839878467;-58.3732622660221;App BA 147;Masculino;Abierto;
00091473/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;10:00:04;10.0;VILLA LURO;SARACHAGA;;DIAZ, CESAR, GRAL. AV.;-34.6346365354419;-58.5054539675317;GCS Web;Masculino;Abierto;
00091497/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;10:34:44;15.0;PARQUE CHAS;CAMPILLO;2699.0;;-34.5869758153084;-58.4746638641781;App BA 147;Masculino;Abierto;
00091732/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;13:23:31;12.0;VILLA URQUIZA;PEDRAZA, MANUELA;4496.0;;-34.5617274989246;-58.4851258635094;App BA 147;Femenino;Abierto;
00091744/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;13:36:12;12.0;VILLA URQUIZA;MACHAIN;3391.0;;-34.5618582221652;-58.4851628911989;App BA 147;Femenino;Abierto;
00091885/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;15:45:35;13.0;BELGRANO;MENDOZA;1660.0;;-34.5568920478061;-58.4503870025112;App BA 147;Femenino;Abierto;
00091902/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;16:00:54;8.0;VILLA SOLDATI;ACOSTA, MARIANO;2604.0;;-34.6575748213603;-58.4522775597329;App BA 147;Masculino;Abierto;
00091971/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;16:54:42;11.0;VILLA DEVOTO;SANABRIA;3345.0;;-34.6059656471798;-58.5107852121185;GCS Web;Femenino;Abierto;
00092003/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;17:15:00;10.0;FLORESTA;AZUL;410.0;;-34.6365578911123;-58.4737592574568;App BA 147;Femenino;Abierto;
00092040/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;17:45:03;4.0;BARRACAS;LUNA;800.0;;-34.6457883228715;-58.3967771742812;GCS Web;Femenino;Abierto;
00092218/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;20:31:27;1.0;PUERTO MADERO;MANSO JUANA;803.0;;-34.6068430010526;-58.3631801590443;GCS Web;Masculino;Abierto;
00092270/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;21:52:03;12.0;VILLA URQUIZA;SHAKESPEARE;4950.0;;-34.5632231577155;-58.4900108780259;GCS Web;Masculino;Abierto;
00092273/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;21:59:46;12.0;VILLA URQUIZA;SHAKESPEARE;4961.0;;-34.5631494378569;-58.4900010015418;App BA 147;Femenino;Abierto;
00092303/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-05;22:36:10;12.0;VILLA URQUIZA;SHAKESPEARE;4988.0;;-34.5633411725154;-58.4902563056239;GCS Web;Masculino;Abierto;
00092353/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-06;00:17:09;3.0;SAN CRISTOBAL;24 DE NOVIEMBRE;1107.0;;-34.6239102472019;-58.4105208309279;App BA 147;Femenino;Abierto;
00092390/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-06;02:12:52;6.0;CABALLITO;YERBAL;1390.0;;-34.6226285028651;-58.4497219510148;App BA 147;Masculino;Abierto;
00092424/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-06;07:52:04;6.0;CABALLITO;ALVAREZ, DONATO, TTE. GRAL.;39.0;;-34.625113847559;-58.454211844586;App BA 147;Femenino;Abierto;
00092473/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-06;10:31:50;1.0;SAN NICOLAS;RODRIGUEZ PEÑA;126.0;;-34.6074955498156;-58.3907508400254;GCS Web;Femenino;Abierto;
00092806/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-06;16:09:27;2.0;RECOLETA;SANCHEZ DE BUSTAMANTE;1217.0;;-34.5966204684477;-58.4128888184823;App BA 147;Masculino;Abierto;
00093217/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-06;21:44:33;4.0;BARRACAS;ANCHORIS;120.0;;-34.6355285618396;-58.388693667717;App BA 147;Femenino;Abierto;
00093291/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-06;22:56:53;3.0;BALVANERA;PASCO;615.0;;-34.6163420306027;-58.3977708982608;App BA 147;Masculino;Abierto;
00093331/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;00:24:17;4.0;PARQUE PATRICIOS;RONDEAU;2678.0;;-34.6350123335071;-58.4004732704753;GCS Web;Femenino;Abierto;
00093415/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;08:16:44;12.0;VILLA PUEYRREDON;HELGUERA;5493.0;;-34.5815663976333;-58.5105030875173;App BA 147;Masculino;Abierto;
00093421/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;08:20:22;12.0;VILLA PUEYRREDON;FRANCO;2822.0;;-34.5810090731796;-58.5055802870703;App BA 147;Femenino;Abierto;
00093519/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;09:21:48;4.0;PARQUE PATRICIOS;MUTUALISMO;2532.0;;-34.6384872444137;-58.3969126746678;GCS Web;Masculino;Abierto;
00093912/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;12:06:36;12.0;VILLA URQUIZA;SHAKESPEARE;4973.0;;-34.5632334965283;-58.4901758124355;GCS Web;Femenino;Abierto;
00094024/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;12:47:46;1.0;RETIRO;SANTA FE AV.;750.0;;-34.5955584387954;-58.3773317690822;App BA 147;Femenino;Abierto;
00094675/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;16:46:47;13.0;NUÑEZ;IBERA;2002.0;;-34.5512692093008;-58.4600575473242;App BA 147;Femenino;Abierto;
00095199/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;20:56:58;15.0;PARQUE CHAS;GANDARA;2801.0;;-34.583231725362;-58.4809375396523;App BA 147;Femenino;Abierto;
00095297/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;22:39:55;7.0;FLORES;ARTIGAS, JOSE GERVASIO, GRAL.;263.0;;-34.6271112062125;-58.4650020113854;GCS Web;Masculino;Abierto;
00095305/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;22:47:35;3.0;BALVANERA;YRIGOYEN, HIPOLITO;2996.0;;-34.6114916044547;-58.408570174373;App BA 147;Femenino;Abierto;
00095308/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;22:53:29;3.0;BALVANERA;URQUIZA, GRAL.;;YRIGOYEN, HIPOLITO;-34.6115668572904;-58.4102389174357;App BA 147;Femenino;Abierto;
00095319/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;23:05:48;15.0;PATERNAL;ESPINOSA;;SEGUI, F. J., ALTE.;-34.6020611950036;-58.4625114782517;GCS Web;Femenino;Abierto;
00095323/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;23:08:16;15.0;PATERNAL;ALVAREZ, DONATO, TTE. GRAL. AV.;;ELCANO;-34.5930776339437;-58.4690645717174;GCS Web;Femenino;Abierto;
00095332/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;23:13:36;4.0;PARQUE PATRICIOS;LUNA;500.0;;-34.6423827818271;-58.3979295556259;App BA 147;Masculino;Abierto;
00095335/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-07;23:15:09;4.0;PARQUE PATRICIOS;LUNA;300.0;;-34.6394953501756;-58.3992163305199;App BA 147;Masculino;Abierto;
00095389/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;01:29:15;7.0;FLORES;PRIMERA JUNTA;3064.0;;-34.6417521203668;-58.4616043825378;GCS Web;Femenino;Abierto;
00095977/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;11:34:38;1.0;SAN TELMO;DEFENSA;;ESTADOS UNIDOS;-34.6184800875184;-58.3716080024036;Operador FIXIT;Femenino;Abierto;
00096077/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;12:03:27;6.0;CABALLITO;OTAMENDI;207.0;;-34.6141487678934;-58.4323507237592;GCS Web;Femenino;Abierto;
00096083/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;12:05:35;1.0;SAN TELMO;DEFENSA;876.0;;-34.618182412342;-58.3715874626233;Operador FIXIT;Femenino;Abierto;
00096133/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;12:24:57;1.0;SAN TELMO;DEFENSA;890.0;;-34.6183194095988;-58.3715800592171;Operador FIXIT;Femenino;Abierto;
00096209/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;12:50:18;1.0;SAN TELMO;DEFENSA;902.0;;-34.6185737761925;-58.3715597264299;Operador FIXIT;Femenino;Abierto;
00096235/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;13:00:14;1.0;SAN TELMO;DEFENSA;905.0;;-34.6186312117071;-58.3716364699425;Operador FIXIT;Femenino;Abierto;
00096459/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;14:34:48;1.0;SAN TELMO;BOLIVAR;;CHILE;-34.6160275976147;-58.3731356483741;Operador FIXIT;Femenino;Abierto;
00096651/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;15:43:03;3.0;BALVANERA;URQUIZA, GRAL.;355.0;;-34.614638374089;-58.4098233884385;GCS Web;Femenino;Abierto;
00096822/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;16:59:19;15.0;PARQUE CHAS;CAMPILLO;2603.0;;-34.5862393551168;-58.4740658261286;App BA 147;Masculino;Abierto;
00096920/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;17:35:46;3.0;BALVANERA;YRIGOYEN, HIPOLITO;1963.0;;-34.6104394852603;-58.3942687459779;App BA 147;Masculino;Abierto;
00097160/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;18:59:07;7.0;PARQUE CHACABUCO;SAN JOSE DE CALASANZ;1002.0;;-34.6310324959009;-58.4365765277044;GCS Web;Femenino;Abierto;
00097530/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;21:12:22;7.0;FLORES;LA PORTEÑA;20.0;;-34.6298531846526;-58.4676128709734;GCS Web;Masculino;Abierto;
00097587/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;21:43:39;9.0;PARQUE AVELLANEDA;LARRAÑAGA, DAMASO;616.0;;-34.6437621196257;-58.4907513703302;App BA 147;Masculino;Abierto;
00097706/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-08;23:54:04;8.0;VILLA LUGANO;CHILAVERT, MARTINIANO, CORONEL;5460.0;;-34.6790732226686;-58.4674317855398;GCS Web;Masculino;Abierto;
00097862/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-09;02:40:15;4.0;NUEVA POMPEYA;SANTO DOMINGO;3855.0;;-34.6546204269998;-58.4039954736873;GCS Web;Femenino;Abierto;
00098095/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-09;09:41:53;8.0;VILLA SOLDATI;LAFUENTE;2782.0;;-34.6592800153737;-58.4430618777528;App BA 147;Femenino;Abierto;
00098807/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-09;15:16:37;4.0;NUEVA POMPEYA;SAENZ AV.;;DEL TIGRE;-34.6452956743009;-58.4161682516398;GCS Web;Masculino;Abierto;
00098839/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-09;15:31:34;1.0;SAN TELMO;ESTADOS UNIDOS;500.0;;-34.6185368675782;-58.3729163167039;Comuna;Femenino;Abierto;
00099013/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-09;17:03:02;7.0;FLORES;ARANGUREN, JUAN F., DR.;2444.0;;-34.6233207882168;-58.4658195784718;App BA 147;Masculino;Abierto;
00099030/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-09;17:12:05;4.0;PARQUE PATRICIOS;MONTEAGUDO;480.0;;-34.6430230126597;-58.4044169892552;App BA 147;Masculino;Abierto;
00099122/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-09;18:01:50;15.0;AGRONOMIA;CARRIL, SALVADOR MARIA DEL AV.;2370.0;;-34.587046955774;-58.492194585521;App BA 147;Masculino;Abierto;
00099154/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-09;18:16:03;4.0;BOCA;SIN NOMBRE OFICIAL (ALT. NECOCHEA 100);220.0;;-34.627283393593;-58.3651951814648;App BA 147;Masculino;Abierto;
00099264/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-09;19:33:30;6.0;CABALLITO;PUEYRREDON, HONORIO, DR. AV.;1064.0;;-34.6083248881579;-58.4451079120859;GCS Web;Femenino;Abierto;
00099276/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-09;19:44:12;6.0;CABALLITO;PUEYRREDON, HONORIO, DR. AV.;1064.0;;-34.6083248881579;-58.4451079120859;GCS Web;Femenino;Abierto;
00099471/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-09;22:37:58;12.0;VILLA PUEYRREDON;CURUPAYTI;2945.0;;-34.5807994553178;-58.5082355172272;App BA 147;Masculino;Abierto;
00099552/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;01:19:17;9.0;LINIERS;PALMAR;;SUAREZ, JOSE LEON;-34.643812395037;-58.5273675261394;App BA 147;Masculino;Abierto;
00099561/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;02:38:21;9.0;MATADEROS;SAN PEDRO;5179.0;;-34.6546238064159;-58.4872015666059;App BA 147;Masculino;Abierto;
00099632/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;08:06:38;9.0;MATADEROS;BIANCHI, ANDRES;7440.0;;-34.6630515217777;-58.5151048954191;GCS Web;Femenino;Abierto;
00099834/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;09:36:37;4.0;BARRACAS;LUZURIAGA;300.0;;-34.6374377592467;-58.3888564391158;App BA 147;Femenino;Abierto;
00100025/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;10:48:09;8.0;VILLA RIACHUELO;CAÑADA DE GOMEZ;4790.0;;-34.6851624748371;-58.4751107241974;GCS Web;Femenino;Abierto;
00100303/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;12:26:17;13.0;NUÑEZ;CABILDO AV.;3300.0;;-34.552115128238;-58.4658403549623;GCS Web;Masculino;Abierto;
00100370/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;12:54:28;1.0;SAN NICOLAS;MADERO, EDUARDO AV.;;LAVALLE;-34.6017014476128;-58.3683220796304;Operador FIXIT;Masculino;Abierto;
00100441/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;13:20:32;10.0;FLORESTA;JUSTO, JUAN B. AV.;7064.0;;-34.6268535927255;-58.4903720185157;App BA 147;Masculino;Abierto;
00100469/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;13:31:52;7.0;PARQUE CHACABUCO;PUMACAHUA;843.0;;-34.6356306879435;-58.4511053910798;App BA 147;Femenino;Abierto;
00100619/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;14:19:21;9.0;LINIERS;ERCILLA;;PILAR;-34.6507009721866;-58.5140176982096;GCS Web;Femenino;Abierto;
00101070/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;17:32:41;9.0;PARQUE AVELLANEDA;SAN JUAN BAUTISTA DE LA SALLE AV.;1743.0;;-34.6532702199403;-58.4840699250991;App BA 147;Masculino;Abierto;
00101178/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;18:31:47;11.0;VILLA SANTA RITA;GONZALEZ, ELPIDIO;3854.0;;-34.6156564626734;-58.4934004922314;App BA 147;Femenino;Abierto;
00101483/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;21:15:24;11.0;VILLA SANTA RITA;GONZALEZ, JOAQUIN V.;1873.0;;-34.6161277339132;-58.4933008576633;App BA 147;Femenino;Abierto;
00101534/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;22:03:56;12.0;VILLA URQUIZA;VALDENEGRO;2544.0;;-34.5712972039788;-58.4822187929029;GCS Web;Femenino;Abierto;
00101550/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;22:11:36;8.0;VILLA LUGANO;DELLEPIANE, LUIS, TTE. GRAL.;4790.0;;-34.6658954249992;-58.4732393112781;App BA 147;Femenino;Abierto;
00101636/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-10;23:20:27;3.0;BALVANERA;DEAN FUNES;500.0;;-34.6162517489728;-58.4069187661593;GCS Web;Femenino;Abierto;
00101671/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-11;00:19:02;2.0;RECOLETA;LARREA;847.0;;-34.598519568948;-58.4023050496933;GCS Web;Femenino;Abierto;
00101694/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-11;00:43:06;7.0;PARQUE CHACABUCO;COBO AV.;701.0;;-34.6406045766009;-58.4262953270789;App BA 147;Femenino;Abierto;
00102005/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-11;08:33:16;5.0;ALMAGRO;REPUBLICA BOLIVARIANA DE VENEZUELA;4480.0;;-34.6183173062001;-58.4282933570786;App BA 147;Femenino;Abierto;
00102679/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-11;12:53:52;1.0;MONSERRAT;AZOPARDO;;CHILE AV.;-34.6156829160641;-58.3675766861235;Operador FIXIT;Masculino;Abierto;
00103049/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-11;15:20:19;11.0;VILLA DEVOTO;LAMARCA, EMILIO;4097.0;;-34.5965268289676;-58.5073189294146;App BA 147;Femenino;Abierto;
00103081/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-11;15:38:41;1.0;CONSTITUCION;PAVON;1800.0;;-34.6263575667321;-58.3911329464482;App BA 147;Femenino;Abierto;
