contacto;periodo;categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domicilio_calle;domicilio_altura;domicilio_esquina_proxima;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto
00000114/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-01;16:47:45;12.0;COGHLAN;SUPERI;2885.0;;-34.5610064812329;-58.4724299521949;App BA 147;Masculino;Abierto;
00000265/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-01;22:34:51;14.0;PALERMO;JUNCAL;3611.0;;-34.58332791288861;-58.4135149358982;GCS Web;Masculino;Abierto;
00000382/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-02;01:56:30;12.0;SAAVEDRA;VIDAL;4300.0;;-34.54499590243;-58.4752873410591;GCS Web;Femenino;Abierto;
00000384/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-02;02:00:17;12.0;SAAVEDRA;VIDAL;4200.0;;-34.5458255049089;-58.47488792714309;GCS Web;Femenino;Abierto;
00000386/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-02;02:15:01;12.0;COGHLAN;UGARTE, MANUEL;3601.0;;-34.5626436651485;-58.47418834407461;GCS Web;Masculino;Abierto;
00000562/22;202201;SEGURIDAD;OTROS;Cuidacoches (Trapitos);Reporte;2022-01-02;17:06:51;1.0;SAN TELMO;BRASIL AV.;351.0;;-34.6252907833532;-58.3705600270244;App BA 147;Masculino;Abierto;
00000889/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-03;00:28:32;11.0;VILLA DEVOTO;CHIVILCOY AV.;3289.0;;-34.6038458252681;-58.5080302793795;App BA 147;Masculino;Abierto;
00001029/22;202201;SEGURIDAD;PROBLEMAS CON PERSONAL POLICIAL;Denuncia rechazada en Comisaría;Reporte;2022-01-03;09:31:39;7.0;PARQUE CHACABUCO;DIAZ, AVELINO;337.0;;-34.6349355668817;-58.4255390711672;GCS Web;Femenino;Abierto;
00001064/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-03;09:57:35;1.0;MONSERRAT;MEXICO;1491.0;;-34.6154877163426;-58.3872958811703;Operador FIXIT;Femenino;Abierto;
00001153/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-03;11:13:24;1.0;CONSTITUCION;BRASIL;1269.0;;-34.6280378763713;-58.3838875495611;Operador FIXIT;Femenino;Abierto;
00001216/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-03;11:51:42;1.0;CONSTITUCION;BRASIL;1209.0;;-34.6278679064427;-58.3830649052884;Operador FIXIT;Femenino;Abierto;
00001244/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-03;12:11:18;1.0;CONSTITUCION;COCHABAMBA;1200.0;;-34.6239430933829;-58.3828063498791;Operador FIXIT;Femenino;Abierto;
00001417/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-03;14:13:53;1.0;SAN NICOLAS;LAVALLE;1590.0;;-34.6030551137959;-58.38925846940471;Operador FIXIT;Femenino;Abierto;
00001541/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-03;15:33:11;1.0;SAN TELMO;DEFENSA;962.0;;-34.619152340822;-58.3715129126031;Operador FIXIT;Femenino;Abierto;
00001829/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-03;20:12:53;12.0;VILLA URQUIZA;NUÑEZ;4700.0;;-34.5612720479772;-58.4880119840932;App BA 147;Femenino;Abierto;
00001889/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-03;21:34:18;4.0;BARRACAS;SUAREZ;3380.0;;-34.6456959612621;-58.3965081134298;App BA 147;Femenino;Abierto;
00001958/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-03;23:35:20;7.0;FLORES;RIVADAVIA AV.;6379.0;;-34.6264320950043;-58.4563365607613;App BA 147;Masculino;Abierto;
00002091/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;01:12:00;1.0;SAN NICOLAS;LIBERTAD;745.0;;-34.5998474665091;-58.383937954869;App BA 147;Femenino;Abierto;
00002132/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;02:15:02;13.0;COLEGIALES;NEWBERY, JORGE;2415.0;;-34.5724110418279;-58.4411289294107;App BA 147;Masculino;Abierto;
00002229/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;08:12:21;7.0;FLORES;PORTELA;1800.0;;-34.6494834559288;-58.45860880118671;App BA 147;Masculino;Abierto;
00002379/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;10:40:51;1.0;SAN TELMO;CHACABUCO;1314.0;;-34.6235248816535;-58.3755055332954;Operador FIXIT;Femenino;Abierto;
00002495/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;11:47:46;1.0;MONSERRAT;MORENO;987.0;;-34.611782513339;-58.3802702099876;Operador FIXIT;Femenino;Abierto;
00002594/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;12:54:54;10.0;VILLA LURO;LEOPARDI;216.0;;-34.639994123465;-58.49744080860821;App BA 147;Femenino;Abierto;
00002700/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;13:58:20;1.0;SAN NICOLAS;PARANA;290.0;;-34.6055822898732;-58.3879174859225;Operador FIXIT;Femenino;Abierto;
00002745/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;14:37:21;1.0;SAN TELMO;COCHABAMBA;615.0;;-34.623232669695;-58.3743223655666;Operador FIXIT;Femenino;Abierto;
00002897/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;15:44:16;12.0;SAAVEDRA;ACHA, MARIANO, GRAL.;4552.0;;-34.5518427672075;-58.4934949769984;GCS Web;Masculino;Abierto;
00002940/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;16:14:06;3.0;BALVANERA;MEXICO;2084.0;;-34.6160206980269;-58.39580010883351;GCS Web;Femenino;Abierto;
00003040/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;18:01:57;7.0;PARQUE CHACABUCO;CURAPALIGUE;543.0;;-34.6312139843222;-58.4513566649868;GCS Web;Masculino;Abierto;
00003147/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;20:25:03;8.0;VILLA SOLDATI;CULPINA;3481.0;;-34.6615343877902;-58.4340260628971;GCS Web;Femenino;Abierto;
00003169/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;20:52:43;15.0;VILLA ORTUZAR;DE LOS INCAS AV.;4001.0;;-34.5780165741093;-58.4685800699967;App BA 147;Femenino;Abierto;
00003271/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-04;23:16:23;1.0;MONSERRAT;TACUARI;147.0;;-34.6099911028775;-58.37918801470222;App BA 147;Masculino;Abierto;
00003572/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;08:42:11;12.0;VILLA PUEYRREDON;CUBAS, JOSE;2700.0;;-34.5871296358905;-58.4978570003639;App BA 147;Masculino;Abierto;
00003932/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;13:15:32;1.0;CONSTITUCION;GARAY, JUAN DE AV.;1605.0;;-34.62708820741781;-58.3884600473052;Operador FIXIT;Femenino;Abierto;
00003942/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;13:20:25;1.0;CONSTITUCION;GARAY, JUAN DE AV.;;SANTIAGO DEL ESTERO;-34.6270072796037;-58.3843568404873;Operador FIXIT;Femenino;Abierto;
00003947/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;13:26:11;1.0;CONSTITUCION;SANTIAGO DEL ESTERO;;BRASIL;-34.6281722513765;-58.3843352831806;Operador FIXIT;Femenino;Abierto;
00003948/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;13:31:01;1.0;CONSTITUCION;SALTA;1363.0;;-34.624299044845;-58.3830063697328;Operador FIXIT;Femenino;Abierto;
00003982/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;13:54:14;1.0;PUERTO MADERO;DEALESSI, PIERINA;1176.0;;-34.6110729065271;-58.3637526826991;Operador FIXIT;Femenino;Abierto;
00004003/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;14:10:05;1.0;SAN TELMO;INDEPENDENCIA AV.;323.0;;-34.6170916761241;-58.3703693293497;Operador FIXIT;Femenino;Abierto;
00004024/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;14:24:07;1.0;PUERTO MADERO;VERA PEÑALOZA,  ROSARIO;450.0;;-34.6174038588641;-58.36135109406021;Operador FIXIT;Femenino;Abierto;
00004052/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;14:42:41;1.0;SAN NICOLAS;URUGUAY AV.;690.0;;-34.6008120937334;-58.3868766926719;Operador FIXIT;Femenino;Abierto;
00004056/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;14:48:23;1.0;SAN TELMO;CHILE AV.;342.0;;-34.6159843092979;-58.3709166577894;Operador FIXIT;Femenino;Abierto;
00004079/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;15:06:38;1.0;SAN NICOLAS;URUGUAY;275.0;;-34.605636059022;-58.3864055203858;Operador FIXIT;Femenino;Abierto;
00004081/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;15:10:42;1.0;SAN NICOLAS;TALCAHUANO;628.0;;-34.6011636919338;-58.385402947139;Operador FIXIT;Femenino;Abierto;
00004102/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;15:30:11;1.0;SAN NICOLAS;TALCAHUANO;16.0;;-34.6085283611812;-58.38491438621489;Operador FIXIT;Femenino;Abierto;
00004755/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-05;22:46:19;4.0;BARRACAS;FINOCHIETTO ENRIQUE DR.;1819.0;;-34.6352941102396;-58.3891495086875;App BA 147;Masculino;Abierto;
00005138/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;10:14:36;1.0;RETIRO;SANTA FE AV.;1240.0;;-34.5957068360852;-58.38484798732601;Operador FIXIT;Femenino;Abierto;
00005152/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;10:20:11;1.0;RETIRO;SANTA FE AV.;1374.0;;-34.5957978766837;-58.3867632179119;Operador FIXIT;Femenino;Abierto;
00005319/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;11:39:21;1.0;MONSERRAT;BELGRANO AV.;1211.0;;-34.6131695678284;-58.3835208424349;Operador FIXIT;Femenino;Abierto;
00005326/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;11:43:25;1.0;CONSTITUCION;PIEDRAS;1383.0;;-34.6247324825076;-58.3768863168017;Operador FIXIT;Femenino;Abierto;
00005405/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;12:24:32;1.0;SAN NICOLAS;VIAMONTE;1732.0;;-34.6008062269258;-58.391863438077;Operador FIXIT;Femenino;Abierto;
00005415/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;12:29:09;1.0;SAN NICOLAS;VIAMONTE;1363.0;;-34.6005014687786;-58.3861356681396;Operador FIXIT;Femenino;Abierto;
00005442/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;12:40:08;1.0;CONSTITUCION;LIMA;1307.0;;-34.6234759953931;-58.38150904290529;Operador FIXIT;Femenino;Abierto;
00005468/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;12:52:35;1.0;CONSTITUCION;LIMA;1355.0;;-34.6241206450733;-58.3815031332197;Operador FIXIT;Femenino;Abierto;
00005492/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;13:07:08;1.0;SAN NICOLAS;CORDOBA AV.;1328.0;;-34.5993281055331;-58.3858964063091;Operador FIXIT;Femenino;Abierto;
00005558/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;13:38:35;1.0;CONSTITUCION;LIMA;1101.0;;-34.6210462259093;-58.3815208650366;Operador FIXIT;Femenino;Abierto;
00005576/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;13:49:04;1.0;PUERTO MADERO;MANSO JUANA;1135.0;;-34.6104056943456;-58.36276330058021;Operador FIXIT;Femenino;Abierto;
00005631/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;14:10:44;1.0;SAN TELMO;SAN JUAN AV.;680.0;;-34.6220720044653;-58.37532677427711;Operador FIXIT;Femenino;Abierto;
00005657/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;14:21:27;1.0;RETIRO;RECONQUISTA;1040.0;;-34.5956304262894;-58.3732568242331;Operador FIXIT;Femenino;Abierto;
00005971/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;17:10:56;7.0;PARQUE CHACABUCO;SARAZA;1508.0;;-34.6396102267893;-58.439166855106;App BA 147;Femenino;Abierto;
00006331/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-06;21:54:36;6.0;CABALLITO;VALLE;401.0;;-34.6242983971203;-58.4333652024898;App BA 147;Femenino;Abierto;
00006431/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-07;00:58:29;3.0;BALVANERA;ALSINA, ADOLFO;3300.0;;-34.6134272293435;-58.4130005475954;App BA 147;Masculino;Abierto;
00007404/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-07;17:24:31;14.0;PALERMO;DEL LIBERTADOR AV.;4894.0;;-34.5644923786516;-58.4354659925384;GCS Web;Masculino;Abierto;
00007428/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-07;17:38:45;1.0;CONSTITUCION;SANTA TERESA;1414.0;;-34.6233030052249;-58.3862002377283;App BA 147;Masculino;Abierto;
00007695/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-07;21:00:47;1.0;MONSERRAT;ALSINA, ADOLFO;1347.0;;-34.6110126149896;-58.38545753895509;App BA 147;Masculino;Abierto;
00007811/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-08;00:01:44;5.0;ALMAGRO;GUARDIA VIEJA;4289.0;;-34.6002284023409;-58.4249465916433;App BA 147;Femenino;Abierto;
00007944/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-08;10:27:18;9.0;PARQUE AVELLANEDA;LACARRA AV.;1051.0;;-34.6439267737886;-58.4766079468042;App BA 147;Masculino;Abierto;
00008158/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-08;16:14:37;7.0;FLORES;BOYACA AV.;79.0;;-34.62587115203461;-58.457147842899;App BA 147;Femenino;Abierto;
00008544/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-09;05:43:04;10.0;FLORESTA;GAONA AV.;4230.0;;-34.624938543287;-58.4832627873007;App BA 147;Femenino;Abierto;
00008935/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-10;11:29:27;3.0;BALVANERA;AGRELO;3253.0;;-34.6179144561872;-58.4119157429849;GCS Web;Femenino;Abierto;
00009012/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-10;11:48:03;12.0;VILLA URQUIZA;MONROE;5626.0;;-34.5778459059397;-58.49233710040379;GCS Web;Femenino;Abierto;
00009538/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-10;14:54:54;14.0;PALERMO;PARAGUAY;4090.0;;-34.5880408299783;-58.4199414568526;GCS Web;Femenino;Abierto;
00010071/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-10;20:18:44;12.0;SAAVEDRA;CHAJARI;4462.0;;-34.5583186126172;-58.4871387860691;App BA 147;Femenino;Abierto;
00010633/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-11;08:48:36;5.0;ALMAGRO;ROCAMORA;4135.0;;-34.5992257817876;-58.4225895173695;App BA 147;Femenino;Abierto;
00011396/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-11;16:01:00;1.0;RETIRO;SUIPACHA;1373.0;;-34.5917275818811;-58.3800945415022;Operador FIXIT;Femenino;Abierto;
00011970/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-11;22:52:19;11.0;VILLA DEL PARQUE;ARGERICH;3340.0;;-34.5977085950104;-58.4941862359026;App BA 147;Femenino;Abierto;
00011984/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-11;23:25:01;12.0;VILLA URQUIZA;DIAZ COLODRERO;2500.0;;-34.5731834408824;-58.48608344159589;GCS Web;Femenino;Abierto;
00012053/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-12;01:21:39;13.0;COLEGIALES;ARREDONDO, VIRREY;2418.0;;-34.5672644135545;-58.4509843127459;App BA 147;Femenino;Abierto;
00012229/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-12;06:03:17;8.0;VILLA SOLDATI;LAFUENTE AV.;1853.0;;-34.6514300723443;-58.4530785484672;App BA 147;Masculino;Abierto;
00012234/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-12;06:49:24;7.0;FLORES;FLORES, VENANCIO, GRAL.;3029.0;;-34.6294935133881;-58.472388135246;App BA 147;Masculino;Abierto;
00012744/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-12;13:01:08;3.0;BALVANERA;RIOBAMBA;510.0;;-34.6030429426106;-58.3940507087925;App BA 147;Masculino;Abierto;
00012790/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-12;13:18:35;12.0;VILLA URQUIZA;AIZPURUA;2347.0;;-34.5795245159041;-58.4940917211885;App BA 147;Masculino;Abierto;
00012886/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-12;14:16:25;12.0;VILLA URQUIZA;BLANCO ENCALADA;5079.0;;-34.5755435267403;-58.48645678545321;App BA 147;Masculino;Abierto;
00012955/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-12;14:59:19;7.0;FLORES;LAUTARO;1064.0;;-34.6386538911428;-58.4516683298923;App BA 147;Femenino;Abierto;
00013059/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-12;15:59:32;5.0;ALMAGRO;BRAVO, MARIO;270.0;;-34.60747537289181;-58.41740772925009;App BA 147;Masculino;Abierto;
00013085/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-12;16:15:07;3.0;BALVANERA;AGUERO;750.0;;-34.6013015079715;-58.4111042600796;App BA 147;Femenino;Abierto;
00013399/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-12;19:43:45;10.0;FLORESTA;MIRAMAR;4054.0;;-34.6225546132301;-58.49006909201921;App BA 147;Femenino;Abierto;
00013502/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-12;21:28:06;2.0;RECOLETA;ALVEAR, MARCELO T. DE;1640.0;;-34.5972396927798;-58.3903559199502;App BA 147;Masculino;Abierto;
00013509/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-12;21:36:15;11.0;VILLA DEVOTO;CALDERON DE LA BARCA, PEDRO;;TINOGASTA;-34.6159282836975;-58.5197799065952;GCS Web;Femenino;Abierto;
00013630/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-13;01:42:18;3.0;BALVANERA;DISCEPOLO, ENRIQUE SANTOS;1850.0;;-34.6037022294948;-58.3930787859994;App BA 147;Masculino;Abierto;
00013646/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-13;03:48:39;15.0;VILLA ORTUZAR;TRIUNVIRATO AV.;2807.0;;-34.5850426402703;-58.4622045521344;GCS Web;Femenino;Abierto;
00014255/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-13;13:54:55;3.0;BALVANERA;DISCEPOLO, ENRIQUE SANTOS;1847.0;;-34.6038445009304;-58.3932406450284;GCS Web;Femenino;Abierto;
00014698/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-13;19:04:25;13.0;NUÑEZ;QUESADA;1780.0;;-34.5511490426785;-58.4570687125839;App BA 147;Masculino;Abierto;
00014728/22;202201;SEGURIDAD;OTROS;Inconvenientes con la ciberseguridad y/o seguridad digital;Reporte;2022-01-13;19:32:23;13.0;BELGRANO;UGARTE, MANUEL;3076.0;;-34.5595792656862;-58.468084652786;GCS Web;Femenino;Abierto;
00014747/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-13;19:58:30;1.0;SAN TELMO;BALCARCE;1400.0;;-34.6239605047268;-58.3697307500958;GCS Web;Femenino;Abierto;
00014988/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;01:37:59;4.0;PARQUE PATRICIOS;SALCEDO;2913.0;;-34.6317036916896;-58.4054725500304;App BA 147;Femenino;Abierto;
00014991/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;01:39:11;4.0;PARQUE PATRICIOS;INCLAN;2866.0;;-34.6303724370467;-58.40438747200871;App BA 147;Femenino;Abierto;
00014993/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;01:40:26;4.0;PARQUE PATRICIOS;SALCEDO;2974.0;;-34.6318320311455;-58.40582531561871;App BA 147;Femenino;Abierto;
00014999/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;01:59:57;13.0;COLEGIALES;ARREDONDO, VIRREY;2416.0;;-34.5672644135545;-58.4509843127459;App BA 147;Femenino;Abierto;
00015022/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;02:45:30;4.0;NUEVA POMPEYA;SANTA CATALINA;1338.0;;-34.6520459491693;-58.4204427780898;GCS Web;Femenino;Abierto;
00015394/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;10:05:48;3.0;BALVANERA;DISCEPOLO, ENRIQUE SANTOS;1825.0;;-34.6034510697272;-58.3929636740935;App BA 147;Masculino;Abierto;
00015608/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;12:11:47;12.0;VILLA URQUIZA;GALVAN;2833.0;;-34.5689700658041;-58.48555962172529;GCS Web;Femenino;Abierto;
00015645/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;12:35:49;4.0;PARQUE PATRICIOS;CORTEJARENA, JOSE A.;2993.0;;-34.64328011342869;-58.4040755812562;App BA 147;Masculino;Abierto;
00015674/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;12:51:17;4.0;PARQUE PATRICIOS;DEAN FUNES;;SALCEDO;-34.631643055342;-58.4047773641838;App BA 147;Masculino;Abierto;
00016038/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;17:04:35;13.0;BELGRANO;HERNANDEZ, JOSE;2637.0;;-34.5669011136191;-58.4557321217484;App BA 147;Masculino;Abierto;
00016160/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;18:48:35;3.0;BALVANERA;GALLO;843.0;;-34.5997776402537;-58.4121490937813;App BA 147;Masculino;Abierto;
00016177/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;19:13:42;13.0;COLEGIALES;LACROZE, FEDERICO AV.;2658.0;;-34.5728434017145;-58.4463863577282;App BA 147;Masculino;Abierto;
00016268/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;21:09:50;12.0;SAAVEDRA;RAMALLO;4585.0;;-34.5520720648602;-58.4929511713212;App BA 147;Femenino;Abierto;
00016309/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;22:16:50;4.0;PARQUE PATRICIOS;MIRAVE;3640.0;;-34.6460115371087;-58.40117930801311;GCS Web;Femenino;Abierto;
00016323/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-14;22:55:44;14.0;PALERMO;GORRITI;4206.0;;-34.594729480689;-58.42381385908261;App BA 147;Masculino;Abierto;
00016377/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-15;03:45:29;11.0;VILLA DEL PARQUE;SANTO TOME;3407.0;;-34.6082026785348;-58.49300960320461;App BA 147;Masculino;Abierto;
00016632/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-15;12:58:11;3.0;BALVANERA;DISCEPOLO, ENRIQUE SANTOS;1861.0;;-34.6039721460468;-58.39329941229771;App BA 147;Masculino;Abierto;
00016777/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-15;17:35:07;11.0;VILLA DEL PARQUE;GUTIERREZ, RICARDO;3209.0;;-34.6012942674446;-58.49564000545429;GCS Web;Femenino;Abierto;
00016906/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-15;21:05:13;11.0;VILLA SANTA RITA;CUENCA;2040.0;;-34.6110067006704;-58.48720590120971;GCS Web;Masculino;Abierto;
00017138/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-16;11:46:05;9.0;PARQUE AVELLANEDA;DOLORES;760.0;;-34.64039774562981;-58.4732890340621;GCS Web;Masculino;Abierto;
00017269/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-16;14:26:56;3.0;SAN CRISTOBAL;COMBATE DE LOS POZOS;1361.0;;-34.6247966551823;-58.3926709978823;App BA 147;Masculino;Abierto;
00017280/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-16;14:49:13;12.0;VILLA URQUIZA;PESTALOZZI;3450.0;;-34.5684650812856;-58.5002304858718;App BA 147;Femenino;Abierto;
00017458/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-16;18:05:46;4.0;PARQUE PATRICIOS;MONTEAGUDO;503.0;;-34.6435175018233;-58.404433236764;App BA 147;Masculino;Abierto;
00017660/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-16;21:20:41;5.0;BOEDO;TARIJA;3517.0;;-34.6288183592927;-58.41487737407579;App BA 147;Femenino;Abierto;
00017731/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-16;22:45:26;12.0;SAAVEDRA;BALBIN, RICARDO, DR. AV.;4500.0;;-34.55512655674;-58.4965875255583;App BA 147;Masculino;Abierto;
